-55.0,-50.0
-55.0,-45.0
-55.0,-40.0
-55.0,-35.0
-55.0,-30.0
-55.0,-25.0
-55.0,-20.0
-55.0,-15.0
-55.0,-10.0
-55.0,-5.0
-55.0,-0.0
-55.0,5.0
-55.0,10.0
-55.0,15.0
-55.0,20.0
-55.0,25.0
-55.0,30.0
-55.0,35.0
-55.0,40.0
-55.0,62.8
-55.0,67.1
-55.0,70.0
-55.0,75.0
-45.0,-50.0
-45.0,-45.0
-45.0,-40.0
-45.0,-35.0
-45.0,-30.0
-45.0,-25.0
-45.0,-20.0
-45.0,-15.0
-45.0,-10.0
-45.0,-5.0
-45.0,-0.0
-45.0,5.0
-45.0,10.0
-45.0,15.0
-45.0,20.0
-45.0,25.0
-45.0,30.0
-45.0,35.0
-45.0,40.0
-45.0,62.8
-45.0,67.1
-45.0,70.0
-45.0,75.0
-34.5,-50.0
-33.7,-45.0
-33.0,-40.0
-32.6,-35.0
-32.5,-30.0
-32.5,-25.0
-32.5,-20.0
-32.5,-15.0
-32.5,-10.0
-32.5,-5.0
-32.5,-0.0
-32.5,5.0
-32.5,10.0
-32.5,15.0
-32.5,20.0
-32.5,25.0
-32.5,30.0
-32.5,35.0
-32.5,40.0
-32.5,58.8
-36.5,62.1
-36.5,70.0
-36.5,75.0
-26.2,-50.0
-26.0,-45.0
-25.9,-40.0
-25.7,-35.0
-25.7,-30.0
-25.7,-25.0
-25.7,-20.0
-25.7,-15.0
-25.7,-10.0
-25.7,-5.0
-25.7,-0.0
-25.7,5.0
-25.7,10.0
-25.7,15.0
-25.7,20.0
-25.7,25.0
-25.7,30.0
-25.7,35.0
-25.7,40.0
-25.7,55.8
-25.7,60.1
-30.7,68.0
-25.7,75.0
-20.5,-50.0
-20.5,-45.0
-20.5,-40.0
-20.5,-35.0
-20.5,-30.0
-20.5,-25.0
-20.5,-20.0
-20.5,-15.0
-20.5,-10.0
-20.5,-5.0
-20.5,-0.0
-20.5,5.0
-20.5,10.0
-20.5,15.0
-20.5,20.0
-20.5,25.0
-20.5,30.0
-20.2,35.0
-20.5,40.0
-20.5,50.8
-20.5,58.1
-23.2,67.0
-20.2,75.0
-15.0,-50.0
-15.0,-45.0
-15.0,-40.0
-15.0,-35.0
-15.0,-30.0
-15.0,-25.0
-15.0,-20.0
-15.0,-15.0
-15.0,-10.0
-15.0,-5.0
-15.0,-0.0
-15.0,5.0
-15.0,10.0
-15.0,15.0
-15.0,20.0
-15.0,25.0
-15.0,30.0
-15.0,35.0
-15.0,40.0
-15.0,47.8
-15.0,57.1
-17.5,66.0
-15.0,75.0
-10.0,-50.0
-10.0,-45.0
-10.0,-40.0
-10.0,-35.0
-10.0,-30.0
-10.0,-25.0
-10.0,-20.0
-10.0,-15.0
-10.0,-10.0
-10.0,-5.0
-10.0,-0.0
-10.0,5.0
-10.0,10.0
-10.0,15.0
-10.0,20.0
-10.0,25.0
-10.0,30.0
-10.0,35.0
-10.0,40.0
-10.0,46.3
-10.0,56.1
-11.0,65.0
-10.0,75.0
-5.0,-50.0
-5.0,-45.0
-5.0,-40.0
-5.0,-35.0
-5.0,-30.0
-5.0,-25.0
-5.0,-20.0
-5.0,-15.0
-5.0,-10.0
-5.0,-5.0
-5.0,-0.0
-5.0,5.0
-5.0,10.0
-5.0,15.0
-5.0,20.0
-5.0,25.0
-5.0,30.0
-5.0,35.0
-5.0,40.0
-5.0,45.7
-5.0,56.1
-5.0,65.0
-5.0,75.0
0.0,-50.0
0.0,-45.0
0.0,-40.0
0.0,-35.0
0.0,-30.0
0.0,-25.0
0.0,-20.0
0.0,-15.0
0.0,-10.0
0.0,-5.0
-0.0,-0.0
-0.0,5.0
-0.0,10.0
-0.0,15.0
-0.0,20.0
-0.0,25.0
-0.0,30.0
-0.0,35.0
-0.0,40.0
-0.0,45.6
-0.0,56.1
-0.0,65.0
-0.0,75.0
5.0,-50.0
5.0,-45.0
5.0,-40.0
5.0,-35.0
5.0,-30.0
5.0,-25.0
5.0,-20.0
5.0,-15.0
5.0,-10.0
5.0,-5.0
5.0,-0.0
5.0,5.0
5.0,10.0
5.0,15.0
5.0,20.0
