0.0,4119.84247876777
0.0,3812.7441181120325
0.0,3533.993586806
0.0,3321.387029428951
0.0,3085.15752123223
0.0,2848.9278328066966
0.0,2612.6983246099753
0.0,2376.468816413254
0.0,2140.2393082165327
0.0,1904.0098000198113
0.0,1667.7802918230902
0.0,1549.6655377247293
0.0,1289.813078708336
0.0,1100.829472150959
0.0,807.9049360556681
0.0,571.6754278589468
0.0,155.91147315697592
0.0,-481.9081877098709
0.0,-930.7442983408444
0.0,-1214.2197081769098
0.0,-1403.203314734287
0.0,-1639.4328229310083
472.4545454545455,4124.567357297804
472.4545454545455,3812.7441181120325
472.4545454545455,3533.993586806
472.4545454545455,3321.387029428951
472.4545454545455,3085.15752123223
472.4545454545455,2848.9278328066966
472.4545454545455,2612.6983246099753
472.4545454545455,2376.468816413254
472.4545454545455,2140.2393082165327
472.4545454545455,1904.0098000198113
472.4545454545455,1667.7802918230902
472.4545454545455,1549.6655377247293
472.4545454545455,1233.1180508097664
472.4545454545455,1011.0622770590861
472.4545454545455,770.1081606755491
472.4545454545455,533.8786975360308
472.4545454545455,155.91147315697592
472.4545454545455,-481.9081877098709
472.4545454545455,-930.7442983408444
472.4545454545455,-1214.2197081769098
472.4545454545455,-1403.203314734287
472.4545454545455,-1639.4328229310083
836.2445814999667,4119.84247876777
921.2863636363636,3841.0919474617376
944.909090909091,3581.2394884453443
944.909090909091,3340.28510171859
944.909090909091,3085.15752123223
944.909090909091,2848.9278328066966
944.909090909091,2612.6983246099753
944.909090909091,2376.468816413254
944.909090909091,2140.2393082165327
944.909090909091,1904.0098000198113
944.909090909091,1667.7802918230902
944.909090909091,1407.9278328066966
921.2863636363636,1195.3212754296474
878.7654725681651,940.1934246000696
850.4181818181818,722.8623040934078
803.1727272727272,486.6327958966865
755.9272727272727,155.91147315697592
755.9272727272727,-363.79343361151024
897.6636363636363,-930.7442983408444
944.909090909091,-1214.2197081769098
944.909090909091,-1403.203314734287
944.909090909091,-1639.4328229310083
1218.932691227306,4119.84247876777
1275.6272727272726,3859.9900197513766
1275.6272727272726,3604.8624392650167
1285.076399681785,3363.9080525382624
1285.076399681785,3104.055593521869
1275.6272727272726,2872.5507836263687
1275.6272727272726,2612.6983246099753
1275.6272727272726,2376.468816413254
1275.6272727272726,2140.2393082165327
1275.6272727272726,1904.0098000198113
1275.6272727272726,1667.7802918230902
1275.6272727272726,1407.9278328066966
1275.6272727272726,1171.6983246099753
1270.9027092500166,907.1213475211722
1261.4536724090576,685.0655737704917
1218.932691227306,415.76394343767015
1148.0645094091242,160.6360700794908
1063.0227272727273,-165.36065573770492
1228.381818181818,-836.2524950621558
1275.6272727272726,-1166.9738065375655
1275.6272727272726,-1403.203314734287
1275.6272727272726,-1639.4328229310083
